name,shape_ref,shape_mir,maxdiff,mean_abs_diff,cosine_similarity,status
generator.noise_res.0.adain2.1.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.noise_res.0.adain2.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000054836273193,OK
generator.noise_res.0.adain2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006914138794,OK
generator.noise_res.0.convs2.1.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000090599060059,OK
generator.noise_res.0.convs2.1.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000090599060059,OK
generator.noise_res.0.convs2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000072717666626,OK
generator.noise_res.0.adain1.2.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999998807907104,OK
generator.noise_res.0.adain1.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000056028366089,OK
generator.noise_res.0.adain1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000083446502686,OK
generator.noise_res.0.convs1.2.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000083446502686,OK
generator.noise_res.0.convs1.2.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000083446502686,OK
generator.noise_res.0.convs1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000066757202148,OK
generator.noise_res.0.adain2.2.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999998807907104,OK
generator.noise_res.0.adain2.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000081062316895,OK
generator.noise_res.0.adain2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000087022781372,OK
generator.noise_res.0.convs2.2.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000131130218506,OK
generator.noise_res.0.convs2.2.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000131130218506,OK
generator.noise_res.0.convs2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000085830688477,OK
generator.noise_res.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000059604644775,OK
generator.ups.0.parametrizations.weight.0,"[512, 256, 20]","[512, 256, 20]",0.0,0.0,1.0001052618026733,OK
generator.ups.0.parametrizations.weight,"[512, 256, 20]","[512, 256, 20]",0.0,0.0,1.0001052618026733,OK
generator.ups.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000096559524536,OK
generator.resblocks.0.adain1.0.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0,OK
generator.resblocks.0.adain1.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000077486038208,OK
generator.resblocks.0.adain1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000008225440979,OK
generator.resblocks.0.convs1.0.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000014305114746,OK
generator.resblocks.0.convs1.0.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000014305114746,OK
generator.resblocks.0.convs1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000078678131104,OK
generator.resblocks.0.adain2.0.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.0.adain2.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000050067901611,OK
generator.resblocks.0.adain2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000005841255188,OK
generator.resblocks.0.convs2.0.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000016689300537,OK
generator.resblocks.0.convs2.0.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000016689300537,OK
generator.resblocks.0.convs2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000078678131104,OK
generator.resblocks.0.adain1.1.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0,OK
generator.resblocks.0.adain1.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000076293945312,OK
generator.resblocks.0.adain1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006079673767,OK
generator.resblocks.0.convs1.1.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.0.convs1.1.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.0.convs1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000059604644775,OK
generator.resblocks.0.adain2.1.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999998807907104,OK
generator.resblocks.0.adain2.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000087022781372,OK
generator.resblocks.0.adain2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000067949295044,OK
generator.resblocks.0.convs2.1.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000028610229492,OK
generator.resblocks.0.convs2.1.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000028610229492,OK
generator.resblocks.0.convs2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000009298324585,OK
generator.resblocks.0.adain1.2.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.0.adain1.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000075101852417,OK
generator.resblocks.0.adain1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000052452087402,OK
generator.resblocks.0.convs1.2.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000017881393433,OK
generator.resblocks.0.convs1.2.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000017881393433,OK
generator.resblocks.0.convs1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000007152557373,OK
generator.resblocks.0.adain2.2.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0,OK
generator.resblocks.0.adain2.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000077486038208,OK
generator.resblocks.0.adain2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000079870224,OK
generator.resblocks.0.convs2.2.parametrizations.weight.0,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000033378601074,OK
generator.resblocks.0.convs2.2.parametrizations.weight,"[256, 256, 3]","[256, 256, 3]",0.0,0.0,1.0000033378601074,OK
generator.resblocks.0.convs2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000009298324585,OK
generator.resblocks.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000057220458984,OK
generator.resblocks.1.adain1.0.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.resblocks.1.adain1.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000077486038208,OK
generator.resblocks.1.adain1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000005841255188,OK
generator.resblocks.1.convs1.0.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000090599060059,OK
generator.resblocks.1.convs1.0.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000090599060059,OK
generator.resblocks.1.convs1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000072717666626,OK
generator.resblocks.1.adain2.0.fc,"[1, 512]","[1, 512]",0.0,0.0,1.000000238418579,OK
generator.resblocks.1.adain2.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000048875808716,OK
generator.resblocks.1.adain2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000075101852417,OK
generator.resblocks.1.convs2.0.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.000006079673767,OK
generator.resblocks.1.convs2.0.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.000006079673767,OK
generator.resblocks.1.convs2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000079870224,OK
generator.resblocks.1.adain1.1.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.resblocks.1.adain1.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000076293945312,OK
generator.resblocks.1.adain1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006914138794,OK
generator.resblocks.1.convs1.1.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000100135803223,OK
generator.resblocks.1.convs1.1.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000100135803223,OK
generator.resblocks.1.convs1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000059604644775,OK
generator.resblocks.1.adain2.1.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0,OK
generator.resblocks.1.adain2.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000061988830566,OK
generator.resblocks.1.adain2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000101327896118,OK
generator.resblocks.1.convs2.1.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000085830688477,OK
generator.resblocks.1.convs2.1.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000085830688477,OK
generator.resblocks.1.convs2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000008463859558,OK
generator.resblocks.1.adain1.2.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.resblocks.1.adain1.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000087022781372,OK
generator.resblocks.1.adain1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000066757202148,OK
generator.resblocks.1.convs1.2.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000054836273193,OK
generator.resblocks.1.convs1.2.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000054836273193,OK
generator.resblocks.1.convs1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000059604644775,OK
generator.resblocks.1.adain2.2.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.resblocks.1.adain2.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006914138794,OK
generator.resblocks.1.adain2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000083446502686,OK
generator.resblocks.1.convs2.2.parametrizations.weight.0,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000125169754028,OK
generator.resblocks.1.convs2.2.parametrizations.weight,"[256, 256, 7]","[256, 256, 7]",0.0,0.0,1.0000125169754028,OK
generator.resblocks.1.convs2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000132322311401,OK
generator.resblocks.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000100135803223,OK
generator.resblocks.2.adain1.0.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999999403953552,OK
generator.resblocks.2.adain1.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000077486038208,OK
generator.resblocks.2.adain1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000038146972656,OK
generator.resblocks.2.convs1.0.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000014305114746,OK
generator.resblocks.2.convs1.0.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000014305114746,OK
generator.resblocks.2.convs1.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006914138794,OK
generator.resblocks.2.adain2.0.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.2.adain2.0.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000072717666626,OK
generator.resblocks.2.adain2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000087022781372,OK
generator.resblocks.2.convs2.0.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000015139579773,OK
generator.resblocks.2.convs2.0.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000015139579773,OK
generator.resblocks.2.convs2.0,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000078678131104,OK
generator.resblocks.2.adain1.1.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.2.adain1.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000006914138794,OK
generator.resblocks.2.adain1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000007152557373,OK
generator.resblocks.2.convs1.1.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.0000118017196655,OK
generator.resblocks.2.convs1.1.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.0000118017196655,OK
generator.resblocks.2.convs1.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000067949295044,OK
generator.resblocks.2.adain2.1.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0,OK
generator.resblocks.2.adain2.1.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000077486038208,OK
generator.resblocks.2.adain2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000081062316895,OK
generator.resblocks.2.convs2.1.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000011920928955,OK
generator.resblocks.2.convs2.1.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000011920928955,OK
generator.resblocks.2.convs2.1,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000076293945312,OK
generator.resblocks.2.adain1.2.fc,"[1, 512]","[1, 512]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.2.adain1.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000054836273193,OK
generator.resblocks.2.adain1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000088214874268,OK
generator.resblocks.2.convs1.2.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.0000156164169312,OK
generator.resblocks.2.convs1.2.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.0000156164169312,OK
generator.resblocks.2.convs1.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.000012755393982,OK
generator.resblocks.2.adain2.2.fc,"[1, 512]","[1, 512]",0.0,0.0,0.9999998807907104,OK
generator.resblocks.2.adain2.2.norm,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000076293945312,OK
generator.resblocks.2.adain2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000088214874268,OK
generator.resblocks.2.convs2.2.parametrizations.weight.0,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000015139579773,OK
generator.resblocks.2.convs2.2.parametrizations.weight,"[256, 256, 11]","[256, 256, 11]",0.0,0.0,1.000015139579773,OK
generator.resblocks.2.convs2.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000098943710327,OK
generator.resblocks.2,"[1, 256, 1800]","[1, 256, 1800]",0.0,0.0,1.0000091791152954,OK
generator.noise_convs.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000150203704834,OK
generator.noise_res.1.adain1.0.fc,"[1, 256]","[1, 256]",0.0,0.0,1.0,OK
generator.noise_res.1.adain1.0.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000371932983398,OK
generator.noise_res.1.adain1.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000042200088501,OK
generator.noise_res.1.convs1.0.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000009536743164,OK
generator.noise_res.1.convs1.0.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000009536743164,OK
generator.noise_res.1.convs1.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000280141830444,OK
generator.noise_res.1.adain2.0.fc,"[1, 256]","[1, 256]",0.0,0.0,0.9999999403953552,OK
generator.noise_res.1.adain2.0.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000405311584473,OK
generator.noise_res.1.adain2.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000174045562744,OK
generator.noise_res.1.convs2.0.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000054836273193,OK
generator.noise_res.1.convs2.0.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000054836273193,OK
generator.noise_res.1.convs2.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000463724136353,OK
generator.noise_res.1.adain1.1.fc,"[1, 256]","[1, 256]",0.0,0.0,0.9999999403953552,OK
generator.noise_res.1.adain1.1.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.00004243850708,OK
generator.noise_res.1.adain1.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000031590461731,OK
generator.noise_res.1.convs1.1.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000035762786865,OK
generator.noise_res.1.convs1.1.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000035762786865,OK
generator.noise_res.1.convs1.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000386238098145,OK
generator.noise_res.1.adain2.1.fc,"[1, 256]","[1, 256]",0.0,0.0,1.0,OK
generator.noise_res.1.adain2.1.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000038504600525,OK
generator.noise_res.1.adain2.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000567436218262,OK
generator.noise_res.1.convs2.1.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.000006079673767,OK
generator.noise_res.1.convs2.1.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.000006079673767,OK
generator.noise_res.1.convs2.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0001503229141235,OK
generator.noise_res.1.adain1.2.fc,"[1, 256]","[1, 256]",0.0,0.0,1.0000001192092896,OK
generator.noise_res.1.adain1.2.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000425577163696,OK
generator.noise_res.1.adain1.2,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000208616256714,OK
generator.noise_res.1.convs1.2.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000029802322388,OK
generator.noise_res.1.convs1.2.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000029802322388,OK
generator.noise_res.1.convs1.2,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000604391098022,OK
generator.noise_res.1.adain2.2.fc,"[1, 256]","[1, 256]",0.0,0.0,0.9999999403953552,OK
generator.noise_res.1.adain2.2.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000036597251892,OK
generator.noise_res.1.adain2.2,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000065803527832,OK
generator.noise_res.1.convs2.2.parametrizations.weight.0,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000131130218506,OK
generator.noise_res.1.convs2.2.parametrizations.weight,"[128, 128, 11]","[128, 128, 11]",0.0,0.0,1.0000131130218506,OK
generator.noise_res.1.convs2.2,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000706911087036,OK
generator.noise_res.1,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000938177108765,OK
generator.ups.1.parametrizations.weight.0,"[256, 128, 12]","[256, 128, 12]",0.0,0.0,1.000009298324585,OK
generator.ups.1.parametrizations.weight,"[256, 128, 12]","[256, 128, 12]",0.0,0.0,1.000009298324585,OK
generator.ups.1,"[1, 128, 10800]","[1, 128, 10800]",0.0,0.0,1.0001001358032227,OK
generator.reflection_pad,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0001004934310913,OK
generator.resblocks.3.adain1.0.fc,"[1, 256]","[1, 256]",0.0,0.0,1.0000001192092896,OK
generator.resblocks.3.adain1.0.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000635385513306,OK
generator.resblocks.3.adain1.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.0000338554382324,OK
generator.resblocks.3.convs1.0.parametrizations.weight.0,"[128, 128, 3]","[128, 128, 3]",0.0,0.0,1.0000005960464478,OK
generator.resblocks.3.convs1.0.parametrizations.weight,"[128, 128, 3]","[128, 128, 3]",0.0,0.0,1.0000005960464478,OK
generator.resblocks.3.convs1.0,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000047206878662,OK
generator.resblocks.3.adain2.0.fc,"[1, 256]","[1, 256]",0.0,0.0,1.0,OK
generator.resblocks.3.adain2.0.norm,"[1, 128, 10801]","[1, 128, 10801]",0.0,0.0,1.000055193901062,OK
